import time: self [us] | cumulative | imported package
import time:       313 |        313 |                   anthropic.types.beta.beta_raw_content_block_start_event
import time:       180 |       1062 |                 anthropic.types.beta.beta_raw_message_stream_event
import time:       525 |      13404 |               anthropic.types.beta
import time:       320 |      19312 |             anthropic.resources.beta.models
import time:       212 |        212 |                     anthropic.types.beta.messages.batch_list_params
import time:       363 |        363 |                       anthropic.types.beta.messages.beta_message_batch_request_counts
import time:       471 |        834 |                     anthropic.types.beta.messages.beta_message_batch
import time:       192 |        192 |                     anthropic.types.beta.messages.batch_create_params
import time:       326 |        326 |                       anthropic.types.beta.messages.beta_message_batch_errored_result
import time:       624 |        624 |                       anthropic.types.beta.messages.beta_message_batch_expired_result
import time:       289 |        289 |                       anthropic.types.beta.messages.beta_message_batch_canceled_result
import time:       355 |        355 |                       anthropic.types.beta.messages.beta_message_batch_succeeded_result
import time:       258 |       1851 |                     anthropic.types.beta.messages.beta_message_batch_result
import time:       332 |        332 |                     anthropic.types.beta.messages.beta_deleted_message_batch
import time:       272 |        272 |                     anthropic.types.beta.messages.beta_message_batch_individual_response
import time:       174 |       3863 |                   anthropic.types.beta.messages
import time:       596 |       4459 |                 anthropic.resources.beta.messages.batches
import time:       239 |        239 |                     anthropic.lib
import time:      1058 |       1058 |                     anthropic.lib.streaming._types
import time:       312 |        312 |                     anthropic.lib.streaming._messages
import time:       807 |        807 |                     anthropic.lib.streaming._beta_types
import time:       270 |        270 |                     anthropic.lib.streaming._beta_messages
import time:       429 |       3112 |                   anthropic.lib.streaming
import time:       512 |       3623 |                 anthropic.resources.beta.messages.messages
import time:       127 |       8208 |               anthropic.resources.beta.messages
import time:        13 |       8220 |             anthropic.resources.beta.messages.messages
import time:       335 |      27867 |           anthropic.resources.beta.beta
import time:       328 |      28195 |         anthropic.resources.beta
import time:       278 |        278 |         anthropic.resources.models
import time:       344 |        344 |                 anthropic.types.messages.message_batch_request_counts
import time:       588 |        931 |               anthropic.types.messages.message_batch
import time:       275 |        275 |               anthropic.types.messages.batch_list_params
import time:       193 |        193 |               anthropic.types.messages.batch_create_params
import time:       324 |        324 |                 anthropic.types.messages.message_batch_errored_result
import time:       289 |        289 |                 anthropic.types.messages.message_batch_expired_result
import time:       307 |        307 |                 anthropic.types.messages.message_batch_canceled_result
import time:       313 |        313 |                 anthropic.types.messages.message_batch_succeeded_result
import time:       243 |       1474 |               anthropic.types.messages.message_batch_result
import time:       328 |        328 |               anthropic.types.messages.deleted_message_batch
import time:       412 |        412 |               anthropic.types.messages.message_batch_individual_response
import time:       333 |       3943 |             anthropic.types.messages
import time:       418 |       4360 |           anthropic.resources.messages.batches
import time:       476 |        476 |           anthropic.resources.messages.messages
import time:       246 |       5081 |         anthropic.resources.messages
import time:       429 |        429 |         anthropic.resources.completions
import time:       361 |      34342 |       anthropic.resources
import time:       379 |      35671 |     anthropic._client
import time:       225 |        225 |     anthropic._utils._logs
import time:       116 |        116 |               anthropic.lib._extras._common
import time:       424 |        539 |             anthropic.lib._extras._google_auth
import time:       240 |        779 |           anthropic.lib._extras
import time:       164 |        942 |         anthropic.lib.vertex._auth
import time:       212 |        212 |           anthropic.lib.vertex._beta_messages
import time:       304 |        515 |         anthropic.lib.vertex._beta
import time:       453 |       1909 |       anthropic.lib.vertex._client
import time:       252 |       2160 |     anthropic.lib.vertex
import time:       153 |        153 |           anthropic.lib.bedrock._beta_messages
import time:       282 |        434 |         anthropic.lib.bedrock._beta
import time:       138 |        138 |         anthropic.lib.bedrock._stream_decoder
import time:       415 |        986 |       anthropic.lib.bedrock._client
import time:       134 |       1119 |     anthropic.lib.bedrock
import time:       507 |      75776 |   anthropic
import time:       721 |        721 |           groq._types
import time:       240 |        240 |             groq._utils._sync
import time:       234 |        234 |             groq._utils._proxy
import time:       484 |        484 |               groq._compat
import time:       387 |        870 |             groq._utils._utils
import time:       354 |        354 |             groq._utils._typing
import time:       325 |        325 |             groq._utils._streams
import time:       194 |        194 |               groq._files
import time:       754 |        947 |             groq._utils._transform
import time:       107 |        107 |             groq._utils._reflection
import time:       369 |       3444 |           groq._utils
import time:       103 |        103 |           groq._constants
import time:      6986 |      11251 |         groq._models
import time:       655 |      11906 |       groq.types.model
import time:       467 |        467 |         groq.types.shared.error_object
import time:       142 |        142 |           groq.types.shared.function_parameters
import time:       336 |        478 |         groq.types.shared.function_definition
import time:       374 |       1318 |       groq.types.shared
import time:       442 |        442 |       groq.types.embedding
import time:       338 |        338 |       groq.types.model_deleted
import time:       433 |        433 |       groq.types.completion_usage
import time:       365 |        365 |       groq.types.model_list_response
import time:       275 |        275 |       groq.types.embedding_create_params
import time:       454 |        454 |       groq.types.create_embedding_response
import time:       685 |      16213 |     groq.types
import time:       333 |        333 |       groq._exceptions
import time:       204 |        204 |       groq._qs
import time:       106 |        106 |       groq._version
import time:       127 |        127 |             groq._resource
import time:       444 |        444 |                 groq._streaming
import time:       833 |       1276 |               groq._response
import time:       514 |        514 |                     groq.types.chat.chat_completion_message_tool_call
import time:       653 |       1167 |                   groq.types.chat.chat_completion_message
import time:       637 |        637 |                   groq.types.chat.chat_completion_token_logprob
import time:       757 |       2560 |                 groq.types.chat.chat_completion
import time:       140 |        140 |                 groq.types.chat.chat_completion_role
import time:      1553 |       1553 |                 groq.types.chat.chat_completion_chunk
import time:       132 |        132 |                           groq.types.shared_params.function_parameters
import time:       487 |        619 |                         groq.types.shared_params.function_definition
import time:       231 |        849 |                       groq.types.shared_params
import time:        13 |        862 |                     groq.types.shared_params.function_definition
import time:       167 |       1028 |                   groq.types.chat.chat_completion_tool_param
import time:       147 |        147 |                     groq.types.chat.chat_completion_tool_message_param
import time:       148 |        148 |                         groq.types.chat.chat_completion_content_part_text_param
import time:       169 |        169 |                         groq.types.chat.chat_completion_content_part_image_param
import time:       131 |        447 |                       groq.types.chat.chat_completion_content_part_param
import time:       158 |        604 |                     groq.types.chat.chat_completion_user_message_param
import time:       146 |        146 |                     groq.types.chat.chat_completion_system_message_param
import time:       146 |        146 |                     groq.types.chat.chat_completion_function_message_param
import time:       176 |        176 |                       groq.types.chat.chat_completion_message_tool_call_param
import time:       188 |        364 |                     groq.types.chat.chat_completion_assistant_message_param
import time:       170 |       1574 |                   groq.types.chat.chat_completion_message_param
import time:       157 |        157 |                     groq.types.chat.chat_completion_named_tool_choice_param
import time:       143 |        300 |                   groq.types.chat.chat_completion_tool_choice_option_param
import time:       128 |        128 |                   groq.types.chat.chat_completion_function_call_option_param
import time:       658 |       3687 |                 groq.types.chat.completion_create_params
import time:       365 |       8302 |               groq.types.chat
import time:      1552 |       1552 |               groq._base_client
import time:       399 |      11529 |             groq.resources.chat.completions
import time:       275 |      11930 |           groq.resources.chat.chat
import time:       296 |      12225 |         groq.resources.chat
import time:       366 |        366 |                 groq.types.audio.translation
import time:       307 |        307 |                 groq.types.audio.transcription
import time:       220 |        220 |                 groq.types.audio.translation_create_params
import time:       339 |        339 |                 groq.types.audio.transcription_create_params
import time:       223 |       1454 |               groq.types.audio
import time:       243 |       1697 |             groq.resources.audio.translations
import time:       268 |        268 |             groq.resources.audio.transcriptions
import time:       290 |       2254 |           groq.resources.audio.audio
import time:       240 |       2493 |         groq.resources.audio
import time:       294 |        294 |         groq.resources.models
import time:       195 |        195 |         groq.resources.embeddings
import time:       150 |      15355 |       groq.resources
import time:       376 |      16373 |     groq._client
import time:       204 |        204 |     groq._utils._logs
import time:       578 |      33366 |   groq
import time:       605 |        605 |           bs4._typing
import time:       615 |        615 |             soupsieve.__meta__
import time:       254 |        254 |               soupsieve.util
import time:      1359 |       1359 |                   soupsieve.pretty
import time:       489 |       1847 |                 soupsieve.css_types
import time:      1082 |       2928 |               soupsieve.css_match
import time:     17932 |      21113 |             soupsieve.css_parser
import time:       519 |      22246 |           soupsieve
import time:      1259 |      24108 |         bs4.css
import time:       476 |        476 |         bs4._deprecation
import time:        48 |         48 |             cchardet
import time:        51 |         51 |             chardet
import time:     41728 |      41826 |           bs4.dammit
import time:       373 |      42199 |         bs4.formatter
import time:       405 |        405 |         bs4._warnings
import time:       375 |        375 |         bs4.filter
import time:      1645 |      69206 |       bs4.element
import time:       270 |        270 |       bs4.exceptions
import time:       401 |        401 |       bs4.builder._htmlparser
import time:        56 |         56 |         html5lib
import time:       310 |        366 |       bs4.builder._html5lib
import time:        44 |         44 |         lxml
import time:       266 |        310 |       bs4.builder._lxml
import time:       977 |      71527 |     bs4.builder
import time:       764 |      72291 |   bs4
import time:       286 |        286 |                 langchain_core._import_utils
import time:       544 |        830 |               langchain_core._api
import time:       142 |        142 |               langchain_core._api.internal
import time:       273 |        273 |               langchain_core.version
import time:      1119 |       2363 |             langchain_core
import time:       403 |       2765 |           langchain_core.language_models
import time:       435 |        435 |             langchain_core.outputs
import time:       345 |        345 |                 langchain_core.load.mapping
import time:      1156 |       1156 |                 langchain_core.load.serializable
import time:       423 |       1922 |               langchain_core.load.load
import time:       442 |       2363 |             langchain_core.load
import time:       426 |        426 |               langchain_core.utils
import time:       367 |        792 |             langchain_core.utils._merge
import time:       453 |        453 |             langchain_core.runnables
import time:       452 |        452 |                 packaging
import time:       212 |        212 |                   packaging._structures
import time:      1998 |       2210 |                 packaging.version
import time:       711 |        711 |                 pydantic._internal._decorators_v1
import time:      1582 |       4954 |               langchain_core.utils.pydantic
import time:      1040 |       5994 |             langchain_core.runnables.utils
import time:      2401 |      12435 |           langchain_core.caches
import time:       338 |        338 |           langchain_core.callbacks
import time:       339 |        339 |           langchain_core.messages
import time:       427 |        427 |           langchain_core.exceptions
import time:       219 |        219 |               langchain_core.utils.interactive_env
import time:      3542 |       3760 |             langchain_core.messages.base
import time:      3584 |       3584 |             langchain_core.messages.tool
import time:       270 |        270 |             langchain_core.utils.json
import time:       208 |        208 |             langchain_core.utils.usage
import time:      7678 |      15499 |           langchain_core.messages.ai
import time:      5570 |      37370 |         langchain_openai.chat_models.azure
import time:       499 |      37869 |       langchain_openai.chat_models
import time:       436 |      38305 |     langchain_openai
import time:       553 |      38858 |   chat.langchain_config
import time:     48151 |     751813 | chat.views
Error in sys.excepthook:
Traceback (most recent call last):
  File "/Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/linecache.py", line 57, in getlines
    return updatecache(filename, module_globals)
  File "/Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/linecache.py", line 147, in updatecache
    with tokenize.open(fullname) as fp:
  File "/Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/tokenize.py", line 394, in open
    encoding, lines = detect_encoding(buffer.readline)
  File "/Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/tokenize.py", line 363, in detect_encoding
    first = read_or_stop()
  File "/Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/tokenize.py", line 321, in read_or_stop
    return readline()
KeyboardInterrupt

Original exception was:
Traceback (most recent call last):
  File "/Users/seon/Desktop/ai_of_ai_private/chatbot_backend/manage.py", line 22, in <module>
    main()
  File "/Users/seon/Desktop/ai_of_ai_private/chatbot_backend/manage.py", line 18, in main
    execute_from_command_line(sys.argv)
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/django/core/management/__init__.py", line 442, in execute_from_command_line
    utility.execute()
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/django/core/management/__init__.py", line 436, in execute
    self.fetch_command(subcommand).run_from_argv(self.argv)
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/django/core/management/base.py", line 412, in run_from_argv
    self.execute(*args, **cmd_options)
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/django/core/management/commands/runserver.py", line 74, in execute
    super().execute(*args, **options)
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/django/core/management/base.py", line 458, in execute
    output = self.handle(*args, **options)
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/django/core/management/commands/runserver.py", line 111, in handle
    self.run(**options)
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/django/core/management/commands/runserver.py", line 120, in run
    self.inner_run(None, **options)
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/django/core/management/commands/runserver.py", line 133, in inner_run
    self.check(display_num_errors=True)
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/django/core/management/base.py", line 485, in check
    all_issues = checks.run_checks(
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/django/core/checks/registry.py", line 88, in run_checks
    new_errors = check(app_configs=app_configs, databases=databases)
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/django/core/checks/urls.py", line 42, in check_url_namespaces_unique
    all_namespaces = _load_all_namespaces(resolver)
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/django/core/checks/urls.py", line 61, in _load_all_namespaces
    url_patterns = getattr(resolver, "url_patterns", [])
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/django/utils/functional.py", line 57, in __get__
    res = instance.__dict__[self.name] = self.func(instance)
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/django/urls/resolvers.py", line 715, in url_patterns
    patterns = getattr(self.urlconf_module, "urlpatterns", self.urlconf_module)
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/django/utils/functional.py", line 57, in __get__
    res = instance.__dict__[self.name] = self.func(instance)
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/django/urls/resolvers.py", line 708, in urlconf_module
    return import_module(self.urlconf_name)
  File "/Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/importlib/__init__.py", line 127, in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
  File "<frozen importlib._bootstrap>", line 1030, in _gcd_import
  File "<frozen importlib._bootstrap>", line 1007, in _find_and_load
  File "<frozen importlib._bootstrap>", line 986, in _find_and_load_unlocked
  File "<frozen importlib._bootstrap>", line 680, in _load_unlocked
  File "<frozen importlib._bootstrap_external>", line 850, in exec_module
  File "<frozen importlib._bootstrap>", line 228, in _call_with_frames_removed
  File "/Users/seon/Desktop/ai_of_ai_private/chatbot_backend/chatbot_backend/urls.py", line 8, in <module>
    path('', include('chat.urls')),  # 'chatbot'으로 변경
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/django/urls/conf.py", line 38, in include
    urlconf_module = import_module(urlconf_module)
  File "/Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/importlib/__init__.py", line 127, in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
  File "<frozen importlib._bootstrap>", line 1030, in _gcd_import
  File "<frozen importlib._bootstrap>", line 1007, in _find_and_load
  File "<frozen importlib._bootstrap>", line 986, in _find_and_load_unlocked
  File "<frozen importlib._bootstrap>", line 680, in _load_unlocked
  File "<frozen importlib._bootstrap_external>", line 850, in exec_module
  File "<frozen importlib._bootstrap>", line 228, in _call_with_frames_removed
  File "/Users/seon/Desktop/ai_of_ai_private/chatbot_backend/chat/urls.py", line 366, in <module>
    from .views import ChatView, ClipPreviewView, ProcessFileView, ScheduleManagementView, confirm_schedule
  File "/Users/seon/Desktop/ai_of_ai_private/chatbot_backend/chat/views.py", line 317, in <module>
    from .langchain_config import LangChainManager
  File "/Users/seon/Desktop/ai_of_ai_private/chatbot_backend/chat/langchain_config.py", line 2, in <module>
    from langchain_openai import ChatOpenAI
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/langchain_openai/__init__.py", line 1, in <module>
    from langchain_openai.chat_models import AzureChatOpenAI, ChatOpenAI
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/langchain_openai/chat_models/__init__.py", line 1, in <module>
    from langchain_openai.chat_models.azure import AzureChatOpenAI
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/langchain_openai/chat_models/azure.py", line 11, in <module>
  File "<frozen importlib._bootstrap>", line 1055, in _handle_fromlist
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/langchain_core/language_models/__init__.py", line 111, in __getattr__
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/langchain_core/_import_utils.py", line 29, in import_attr
  File "/Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/importlib/__init__.py", line 127, in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/langchain_core/language_models/base.py", line 25, in <module>
    from langchain_core.messages import (
  File "<frozen importlib._bootstrap>", line 1055, in _handle_fromlist
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/langchain_core/messages/__init__.py", line 144, in __getattr__
    result = import_attr(attr_name, module_name, __spec__.parent)
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/langchain_core/_import_utils.py", line 29, in import_attr
    module = import_module(f".{module_name}", package=package)
  File "/Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/importlib/__init__.py", line 127, in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/langchain_core/messages/utils.py", line 35, in <module>
    from langchain_core.messages.ai import AIMessage, AIMessageChunk
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/langchain_core/messages/ai.py", line 285, in <module>
    class AIMessageChunk(AIMessage, BaseMessageChunk):
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/pydantic/_internal/_model_construction.py", line 224, in __new__
    complete_model_class(
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/pydantic/_internal/_model_construction.py", line 602, in complete_model_class
    schema = cls.__get_pydantic_core_schema__(cls, handler)
  File "/Users/seon/Desktop/ai_of_ai_private/myenv/lib/python3.9/site-packages/pydantic/main.py", line 702, in __get_pydantic_core_schema__
